task_id,mean,max,count
A4C,13.290327337053087,234.2685546875,108
AOP,7.453243652611971,88.19294738769531,4000
FA,11.120726025104522,59.904911041259766,500
FUGC,4.740708603308751,125.61624145507812,260
HC,12.28733992505002,290.0489196777344,999
IVC,16.245362037106563,124.15930938720703,38
PLAX,11.697218779859872,217.10911560058594,87
PSAX,12.521458246270004,65.46512603759766,49
fetal_femur,16.53375270212533,503.03448486328125,727
